Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:1.A1,"urn:cite:hmt:vaimg.VA019RN-0020@0.258,0.5417,0.034,0.0173",urn:cite:hmt:msA.19r,
urn:cts:greekLit:tlg5026.msAil.hmt:1.A2,"urn:cite:hmt:vaimg.VA021VN-0523@0.722,0.5725,0.017,0.0135",urn:cite:hmt:msA.21v,
urn:cts:greekLit:tlg5026.msAil.hmt:1.A3,"urn:cite:hmt:vaimg.VA023RN-0024@0.265,0.4861,0.021,0.015",urn:cite:hmt:msA.23r,
